Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, ISK, NOK, HRK, RUB, TRY, AUD, BRL, CAD, CNY, HKD, IDR, ILS, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, 
03 February 2021, 1.2017, 126.25, 1.9558, 25.925, 7.4375, 0.88145, 355.51, 4.4917, 4.8734, 10.1303, 1.0804, 156.10, 10.3540, 7.5693, 91.2217, 8.6136, 1.5781, 6.4256, 1.5373, 7.7623, 9.3150, 16852.88, 3.9695, 87.6185, 1341.03, 24.2190, 4.8681, 1.6695, 57.721, 1.6021, 36.111, 17.9412, 
